screen_name,text
trippiexredd,b'rt @kaiia_brown: omg this cooler is literally the only thing i want for christmas\xf0\x9f\x98\x8d\xf0\x9f\x99\x8f https://t.co/a7wpvyyjps'
frankmture,b'rt @newtimesrwanda: rwanda\xe2\x80\x99s first electric car is set to be launched today.  four electric vehicles will debut in #rwanda through a partne\xe2\x80\xa6'
marciojmsilva,b'volkswagen will unveil new id electric car concept at petersen auto museum - roadshow https://t.co/4dwvtrrgdg https://t.co/bhrlx9hbkk'
codognovw,b'rt @volkswagen: the #zwickau plant will become the largest and most efficient electric car plant in europe. e-mobility board member thomas\xe2\x80\xa6'
codognovw,b'rt @volkswagen: from 100 % internal combustion engines to 100 % electric drives: the zwickau factory will become the largest and most effic\xe2\x80\xa6'
paulmcclintock,"b""don't overlook this car! a challenge to tesla !..?? https://t.co/ncpcsvypm0 https://t.co/cpjisadxhk"""
poppetbear66,"b""@niais i've been looking at the hyndai kona as a small suv style hatchback but it's currently only available as a r\xe2\x80\xa6 https://t.co/uswio2ffkd"""
top__trending,b'luxury suv face-off: #bmw x5 vs. #mercedes-benz gle - https://t.co/62qwcajfzt'
gojirama,"b'rt @mirielmargaret: i saw a tesla this morning with the vanity plate \xe2\x80\x9ck1ck gas.\xe2\x80\x9d which, okay, yes! less fossil fuel consumption! but maybe\xe2\x80\xa6'"
purelysexual,b'rt @kaiia_brown: omg this cooler is literally the only thing i want for christmas\xf0\x9f\x98\x8d\xf0\x9f\x99\x8f https://t.co/a7wpvyyjps'
marcmarshall88,b'young women in brand new hatchbacks have no concept of keeping a safe distance from the car in front and therefore  braking distances.'
raymatt53916310,b'\xe2\x80\xa6.toyota has never been my favourite car...now even less...'
motorious_tv,"b""rt @drivetribe: who's excited?\xf0\x9f\xa4\x94  https://t.co/qrq5uatlv5+"""
zachwhitedev,b'i hope @honda starts making fully electric cars because i don\xe2\x80\x99t ever want to buy a car that isn\xe2\x80\x99t a honda'
onlywhitneyy_,b'rt @kaiia_brown: omg this cooler is literally the only thing i want for christmas\xf0\x9f\x98\x8d\xf0\x9f\x99\x8f https://t.co/a7wpvyyjps'
nairobiautomatt,"b'mercedes benz ml63 amg 2010 model, 5.5-litre v8 biturbo engine, automatic transmission, very neat and in mint condi\xe2\x80\xa6 https://t.co/mucmr9vym5'"
bewickwren,"b'with over 5.1m #electric #cars on the roads globally, or 0.6% of the passenger car stock worldwide, general motors\xe2\x80\xa6 https://t.co/slgme72z0r'"
animationvidz,b'rt @kaiia_brown: omg this cooler is literally the only thing i want for christmas\xf0\x9f\x98\x8d\xf0\x9f\x99\x8f https://t.co/a7wpvyyjps'
forthemen,b'rt @torres_samar: seriously how am i just hearing about this??\xf0\x9f\x91\x80 https://t.co/p5avicgprt'
girlcfs,b'rt @kaiia_brown: omg this cooler is literally the only thing i want for christmas\xf0\x9f\x98\x8d\xf0\x9f\x99\x8f https://t.co/a7wpvyyjps'
freesyiah,"b'@mikemillionare please send me also.. i have no pay my electric bills for 3 months.. my car broken, i also need to pay my debt.. please \xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad'"
shehzadyounis,"b""volkswagen's electric car launched in rwanda  https://t.co/yv35yr5muy"""
officialdreamio,"b""mitsubishi's new electric car shows off ar dashboard in concept video \xc2\xab next reality https://t.co/qy4kxti5ej\xe2\x80\xa6 https://t.co/woqxxkpflx"""
blackbox_ns,"b'not sure which #ucc model is best for you? see all the pros and cons of traditional on-premise, hosted cloud, and h\xe2\x80\xa6 https://t.co/hu8bvl35gr'"
laurentfranckx,"b'if confirmed and commercially viable, this would be another big thing for electric mobility ""new battery design can\xe2\x80\xa6 https://t.co/p5rzotdt9o'"
sharalynmitche1,b'rt @albertstienstra: blackouts: california\xe2\x80\x99s electric car dream turns into a nightmare  residents needing electricity for medical devices a\xe2\x80\xa6'
prasadja,b'rt @businessinsider: show off your favorite items in this bmw mini concept car https://t.co/ar4vvnl9up'
kneedeepmedia,b'@yobeej how is vw going to fudge mileage numbers on an electric car?'
somepplrk,b'rt @enckj: opinion | chuck schumer: a bold plan for clean cars - the new york times https://t.co/g3ef8pqrvd'
gamergeeknews,b'volkswagen will unveil new id electric car concept at petersen auto museum   - roadshow https://t.co/saki2xrfrv'
somepplrk,b'rt @sierraclubca: .@senschumer\xe2\x80\x99s #cleancars for america proposal boldly addresses #transportation emissions while continuing to grow the bo\xe2\x80\xa6'
obmanagement,"b'this new spot for go ultra low, a joint government and car industry initiative that spreads information about elect\xe2\x80\xa6 https://t.co/bo2gj85xgr'"
wewantanycar,b'what are your thoughts on the potential banning of diesel cars in bristol? https://t.co/3noei2fi7a   #dieselcars #hybrid #emissions #bristol'
ethelreddy1,"b""@nationcymru it'd be better if they did something useful, like installing some electric car chargers in the town ce\xe2\x80\xa6 https://t.co/evle8prprh"""
nairobiautomatt,"b'mercedes benz s320 cdi #specialoffer!!! 2007 model, 3200 cc diesel engine, automatic transmission, very neat and in\xe2\x80\xa6 https://t.co/mj1sj4vbik'"
calligraphytv,b'rt @kaiia_brown: omg this cooler is literally the only thing i want for christmas\xf0\x9f\x98\x8d\xf0\x9f\x99\x8f https://t.co/a7wpvyyjps'
adorabieanimal,b'rt @kaiia_brown: omg this cooler is literally the only thing i want for christmas\xf0\x9f\x98\x8d\xf0\x9f\x99\x8f https://t.co/a7wpvyyjps'
mgstoke,"b'rt @mgmotor: this saturday we will be attending @regentstreetms with zs ev featuring in the @goultralow collection, so come along to get up\xe2\x80\xa6'"
alexis__cari,b'rt @momstrosityy: my emission inspection is a full throttle joke... my car is electric. it emits nothing. so why do we pay $40 to annually\xe2\x80\xa6'
sanjeevksanj,"b'rt @blackbox_ns: not sure which #ucc model is best for you? see all the pros and cons of traditional on-premise, hosted cloud, and hybrid s\xe2\x80\xa6'"
partyprobs,b'rt @kaiia_brown: omg this cooler is literally the only thing i want for christmas\xf0\x9f\x98\x8d\xf0\x9f\x99\x8f https://t.co/a7wpvyyjps'
outfitgiri,b'rt @kaiia_brown: omg this cooler is literally the only thing i want for christmas\xf0\x9f\x98\x8d\xf0\x9f\x99\x8f https://t.co/a7wpvyyjps'
omahuja31,b'mini mercedes-benz g-class amg g65 miniature diecast model https://t.co/qidldn7hty via @youtube'
exposingalec,"b""polling experts bash #koch-funded #electricvehicle survey as 'highly biased' and 'highly misleading'\xe2\x80\xa6 https://t.co/t3o0b2o7ck"""
somepplrk,"b'unless you micro grid and  secure alternative energy sources as well as fuel choices, this will not be successful i\xe2\x80\xa6 https://t.co/dwxplt5cjk'"
keshprime,b'say sike right now'
billyvbryant,"b""can other countries catch up with china's electric car dominance? https://t.co/ifeytwkqek"""
lincolnrati,b'\xe2\x80\x9cyou can make beautiful vehicles in different ways. the bev technology gives us so much freedom to sculpt that vehi\xe2\x80\xa6 https://t.co/cmtt0tmzpf'
freesyiah,"b""@mikemillionare please help me.. really need the money.. i need to pay my electric bills.. haven't pay it for 3 mo\xe2\x80\xa6 https://t.co/sdbs2sfo3r"""
7_shadows,b'thinking of buying a new car? some good info in the responses to this tweet if you care about pollution &amp; mileage s\xe2\x80\xa6 https://t.co/g2uaempqv1'
60secfightz,b'rt @kaiia_brown: omg this cooler is literally the only thing i want for christmas\xf0\x9f\x98\x8d\xf0\x9f\x99\x8f https://t.co/a7wpvyyjps'
kenkafui20,"b'rt @yeujiinioi: a professional exterior car designer and auto electric engineer is all i aspire to be, i sketch on paper with pen and penci\xe2\x80\xa6'"
springmorning74,b'@tamethegorilla @karenfloflo @jacquelyngill @ucsusa yup. so look at the older model priuses if you want a hybrid. o\xe2\x80\xa6 https://t.co/ht8fkz0s2u'
123design2,"b'concept cars are a strange animal. sometimes they\xe2\x80\x99re purely designed for fun, like jeep\xe2\x80\x99s easter time safari select\xe2\x80\xa6 https://t.co/rx27hva1qn'"
paulwermer,b'rt @mzjacobson: new battery design can charge an electric car in 10 minutes   https://t.co/7kqjedfyqs via @vice'
raulsatisacro,"b""rt @hbomaxnews: \xf0\x9f\x9a\xa8'who framed roger rabbit?' director robert zemeckis is producing '#toonedout,' a new animated / live-action hybrid series\xe2\x80\xa6"""
goalsrules,b'rt @kaiia_brown: omg this cooler is literally the only thing i want for christmas\xf0\x9f\x98\x8d\xf0\x9f\x99\x8f https://t.co/a7wpvyyjps'
larry_sfn,"b'rt @otunbakush1: no 2, mercedes benz c300 ( 2015)  all model of this car was recalled due to fire, you can park and it will still catch fir\xe2\x80\xa6'"
somepplrk,b'rt @jayinslee: the transportation sector is our largest source of carbon pollution. but we can confront that \xe2\x80\x94 and create union jobs manufa\xe2\x80\xa6'
blackwel110,b'@psetalk my coworker just purchased \xe2\x80\x98used\xe2\x80\x99 leaf for 15k only 9k miles . had another coworker similar  car and  deal\xe2\x80\xa6 https://t.co/ibmhjrau0p'
astrolabe_cat,b'rt @hallaboutafrica: 1st electric car to be built in africa goes into production in rwanda: the vw e-golf teams volkswagen with siemens in\xe2\x80\xa6'
roshinimisra,"b""rt @roshennn: the reason i compared it to tesla, is bcs the inspiration of this entire project revolved around tesla's features, not bmw, n\xe2\x80\xa6"""
satisfyingloops,b'rt @kaiia_brown: omg this cooler is literally the only thing i want for christmas\xf0\x9f\x98\x8d\xf0\x9f\x99\x8f https://t.co/a7wpvyyjps'
wvhtwayne,"b'rt @swanlowdenepol: pcso clare atkins met with the mens group at the electric church today.we chatted about home, vehicle and cycle safety.\xe2\x80\xa6'"
sexualgifs_,b'rt @kaiia_brown: omg this cooler is literally the only thing i want for christmas\xf0\x9f\x98\x8d\xf0\x9f\x99\x8f https://t.co/a7wpvyyjps'
freesyiah,"b""@mikemillionare please help me.. really need the money.. i need to pay my electric bills.. haven't pay it for 3 mon\xe2\x80\xa6 https://t.co/eejkjulz4e"""
dreia_x,b'rt @kaiia_brown: omg this cooler is literally the only thing i want for christmas\xf0\x9f\x98\x8d\xf0\x9f\x99\x8f https://t.co/a7wpvyyjps'
anhedonia1983,"b'@richachadha lead by example, sell off your luxury diesel vehicle and buy an electric car, post screenshots of the\xe2\x80\xa6 https://t.co/umxhavg8v7'"
concernedagain5,"b""polling experts bash koch-funded electric car survey as 'highly biased' and 'highly misleading' https://t.co/p4ypmscetu"""
sixsensewords,b'rt @torres_samar: seriously how am i just hearing about this??\xf0\x9f\x91\x80 https://t.co/p5avicgprt'
ms_starling,"b""rt @jennyenicholson: concept: a putt-putt halloween game called putt-putt sees a ghost, it's set in a haunted castle and he meets car versi\xe2\x80\xa6"""
bedpostsongs,"b""rt @jennyenicholson: concept: a putt-putt halloween game called putt-putt sees a ghost, it's set in a haunted castle and he meets car versi\xe2\x80\xa6"""
350montana,b'rt @mzjacobson: new battery design can charge an electric car in 10 minutes   https://t.co/7kqjedfyqs via @vice'
11kstew70,b'of course extremely extreme sports dad has an electric car. of course he does.'
truthonly221,b'@bookerbj @keithcorrra @rolandsmartin @aprildryan @brandonstraka 3. discounts for healthy behaviors like screenings\xe2\x80\xa6 https://t.co/2uapdtyqp2'
sludgepuppies,"b""rt @jennyenicholson: concept: a putt-putt halloween game called putt-putt sees a ghost, it's set in a haunted castle and he meets car versi\xe2\x80\xa6"""
wowwallart,b'please rt  #interiordesign #decoration #architecture #home mini cooper se is the brand?s first all-electric car | d\xe2\x80\xa6 https://t.co/kxjcvul2ka'
littleballofire,"b""rt @jennyenicholson: concept: a putt-putt halloween game called putt-putt sees a ghost, it's set in a haunted castle and he meets car versi\xe2\x80\xa6"""
rocobasilisk,b'rt @incentives101: confusion of wst summarized in one interview. tesla competition is tech companies. tesla is a software/tech company on e\xe2\x80\xa6'
deadalnix,b'i wonder if doing battery swap at gaz stations - so they can be recharged asynchronously - has been considered.  it\xe2\x80\xa6 https://t.co/aqcierzbsz'
albertyjenner,b'rt @dailycarlife: mercedes c63 amg black series \xf0\x9f\x8c\xaa https://t.co/eaoaypkux2'
14handsyum,"b'rt @alphanewsmn: minnesota governor walz @govtimwalz   pushes ""clean car minnesota"" initiative.   paid by a tax on the poor &amp; working class\xe2\x80\xa6'"
deeekapp,b'exactly'
veloduo,b'rt @dorfman_baruch: the lohner made its mark early two centuries ago and once again in 1888 when it hired ferdinand porsche to build his fi\xe2\x80\xa6'
fireox9,b'contrary to belief water is not just simply water. the same concept of this notion would be that you would never wa\xe2\x80\xa6 https://t.co/nl75sksgex'
dcnumerology,b'rt @fireox9: contrary to belief water is not just simply water. the same concept of this notion would be that you would never want to put l\xe2\x80\xa6'
dlapidodoldan,b'\xf0\x9f\x9a\x97\xe2\x9a\xa1\xef\xb8\x8f\xe2\x9a\xa1\xef\xb8\x8f\xf0\x9f\x87\xaf\xf0\x9f\x87\xb5suzuki s-ride smart concept car \xf0\x9f\x87\xaf\xf0\x9f\x87\xb5\xe2\x9a\xa1\xef\xb8\x8f\xe2\x9a\xa1\xef\xb8\x8f\xf0\x9f\x9a\x97 \xf0\x9f\x94\x9c\xf0\x9f\x94\x9c\xc2\xae\xc2\xae\xf0\x9f\x94\x9c\xf0\x9f\x94\x9c\xc2\xae\xc2\xae\xf0\x9f\x94\x9c\xf0\x9f\x94\x9c\xc2\xae\xc2\xae\xf0\x9f\x94\x9c\xf0\x9f\x94\x9c\xc2\xae\xc2\xae\xf0\x9f\x94\x9c https://t.co/ehynysvgef'
einelectriccars,"b""polling experts bash koch-funded electric car survey as 'highly biased' and 'highly misleading' https://t.co/dao78mmvrq"""
bakinghorn,b'what about the ca fire emissions?  where\xe2\x80\x99s the help hollywood?  where\xe2\x80\x99s the concern and support?  #mcga'
fowlazule,b'rt @fireox9: contrary to belief water is not just simply water. the same concept of this notion would be that you would never want to put l\xe2\x80\xa6'
fishnure,"b""if you haven't driven an electric powered car you haven't experienced the future."""
tootlesthetaxi,b'rt @nyctaxinews: tesla model 3 becomes first electric car approved as nyc yellow cab https://t.co/jcov7ulfdz via @fredericlambert'
nevahirdova,"b'the green living guy\xc2\xae eco consultant, green energy advocate, green living guru, @seth_leitman blog has 45m reach. s\xe2\x80\xa6 https://t.co/wizvvw5x7i'"
factoftravel,"b""rt @torres_samar: i'm not going to lie, this is the best purchase i've made of 2019\xf0\x9f\xa4\xb7\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f https://t.co/p5avicgprt"""
ds1apf,b'charge your electric car in just ten minutes https://t.co/td2w5jqbx1'
mustang_matt007,"b""rt @drivetribe: who's excited?\xf0\x9f\xa4\x94  https://t.co/qrq5uatlv5+"""
bythe0080,"b""rt @jennyenicholson: concept: a putt-putt halloween game called putt-putt sees a ghost, it's set in a haunted castle and he meets car versi\xe2\x80\xa6"""
flabicyclelawyr,b'@chris_boardman which electric car? i want one too!'
fshokoohi,b'researchers at pennsylvania state university developed a lithium ion battery capable of adding 200 miles of driving\xe2\x80\xa6 https://t.co/ozufaxwgcp'
8bitporn,b'rt @kaiia_brown: omg this cooler is literally the only thing i want for christmas\xf0\x9f\x98\x8d\xf0\x9f\x99\x8f https://t.co/a7wpvyyjps'
blackedpoetry,b'rt @kaiia_brown: omg this cooler is literally the only thing i want for christmas\xf0\x9f\x98\x8d\xf0\x9f\x99\x8f https://t.co/a7wpvyyjps'
iphone_robm,"b'rt @teslahistorian: tesla on the news - 4 years ago:  ""toyota\'s mirai launch means the fuel-cell car has officially made the move from conc\xe2\x80\xa6'"
squirreiseok,"b""rt @jennyenicholson: concept: a putt-putt halloween game called putt-putt sees a ghost, it's set in a haunted castle and he meets car versi\xe2\x80\xa6"""
